PC1,PC2,PC3
-2.1932831729872855,1.6106392039047943,-0.17292294883223205
-2.9600436495795015,2.2184748803371726,0.23408330518409068
-5.9974778738967895,-4.31109925126266,-0.009899173293644143
-2.973605560937084,2.1948558449859648,0.2290452286979197
-5.9997197789842405,-4.313577909231773,-0.016556351292940856
-5.988783079149012,-4.2943002439156075,0.011525362906949615
-2.9510184532699713,2.221399413392746,0.24838232371601549
1.592304426375155,0.39763087552938126,-1.613449529870429
-2.955618460914118,2.191583299428349,0.2081175323319164
-2.982046975657773,2.191053125938205,0.22368570731589058
-2.9545571255464504,2.22026459636775,0.24333821688512744
7.155889172115765,-1.5353583760966316,-0.0739483524804726
1.6370461386728616,0.4150918051992597,-1.6163182472101423
-2.971819905800425,2.200309628734479,0.22205503198559398
3.795593523472228,-0.25455940144207495,0.9235351071377819
-2.2173212351955955,1.617935373359506,-0.15026674469737994
-6.006391877090313,-4.322191968384335,-0.015379365853052935
-2.1685945909272166,1.618670695683192,-0.16850112514363394
-2.949743081128428,2.198792877393345,0.22930268202688803
1.6081227615701623,0.39256437957699614,-1.6364256975618456
-2.9412797787646348,2.2124843117106727,0.22918455714403466
-2.9613088121721605,2.200708805373076,0.2299717107906431
-2.969450363143945,2.205435539634283,0.23802150787818235
-2.9482130922009064,2.1983400881204176,0.21178178717180346
-2.943241466054613,2.204077053669632,0.21583293571070145
-2.9364662860073696,2.215979196506675,0.22561818216317442
-6.001715932514772,-4.332545132443591,-0.03211206298485913
7.152390713849612,-1.543540823429255,-0.09202906260772264
7.157764241520093,-1.5478959465473106,-0.08528874405920378
1.5831425981542837,0.3872249721817731,-1.6414384771134436
3.7874363602766836,-0.2652388275372737,0.9191890165128277
3.8174569829672276,-0.279143941901836,0.9040092016990484
7.175262340597113,-1.5233452296126602,-0.06926690043588246
7.152457949480376,-1.5507947119245347,-0.09093037381514607
3.7806647919093126,-0.28681105066460744,0.8939127142690814
-5.948785384108639,-4.291248691424533,-0.0016759760318410478
3.7667395892224884,-0.30150416588269796,0.8845372600463055
-6.014884957645848,-4.3179381672484505,-0.007958195004443164
-5.990327135172633,-4.331886832331381,-0.015958607906118465
3.813205789660128,-0.2797348390643109,0.8829710365377212
-5.992523462584193,-4.312278643389375,-0.012060383786221091
-2.182830845404602,1.6262548588307602,-0.15688992916775316
-2.9616690538707156,2.1948424019776853,0.2220936723769693
7.164736666119701,-1.5151046538201307,-0.05892714121885966
-2.1814316543247405,1.6112414593151163,-0.17997267858721192
-2.9421918223282506,2.2105603174038713,0.22461683928412987
3.8043139269024997,-0.27274092987737114,0.8982607552540869
7.160490668321409,-1.5315375903817057,-0.08005947140960468
-2.9483134765270793,2.1975701310443103,0.2191294322066009
-2.173752302907217,1.6312526576535946,-0.15879711153497145
-6.013725341133843,-4.319582787198586,-0.0005391294940534864
-2.960860096758346,2.1904549699695606,0.21266750820702376
3.787593773788563,-0.2860204845776174,0.893586154260459
7.159704374594428,-1.525718750078766,-0.07715223249281233
7.136127670249946,-1.5605509236771993,-0.10115114374412904
-2.9308416663104637,2.2114004900957576,0.23535840009512043
1.6150583938845122,0.4036834793575953,-1.6180055812653333
-2.152321160259618,1.649338641389985,-0.15387316873262588
-2.9760149196202903,2.1915449326556513,0.21022917993295082
-5.985130291066544,-4.309345271831321,-0.007025497642532236
1.5978662033793893,0.3958195952943314,-1.664810376712154
7.156014657065026,-1.5488098367198462,-0.10089739262520514
-2.944937470902777,2.206213638373821,0.20568412732062258
-2.170486284567868,1.6478404594279756,-0.14900565117021664
7.1889538075900905,-1.511735985407031,-0.08180146293389035
-2.1408226680969666,1.646426089405622,-0.16686855522964164
3.811570472620675,-0.2851287049467013,0.8685415295691941
7.1718979732475425,-1.551368045867117,-0.10425282644842071
7.188624878800341,-1.5189342494929559,-0.07198192782395607
-2.9668233695599824,2.2041838507238563,0.23206011709004873
1.6202572777401418,0.4291416641258794,-1.5956429754041803
-6.00689673578879,-4.314845902399563,-0.013558665868757864
-5.977267356916868,-4.3001561071835255,-0.004007581818105838
2.020390937924723,0.17536367719788068,-0.35597202835460906
-6.000791731958046,-4.305893462023374,0.003551924602939743
-5.9714136568867024,-4.313398110952435,-0.024377032684999404
-2.9411507955244716,2.2106158906495033,0.23017842587964682
-5.999848466518306,-4.310122981432415,-0.0041041741936710344
-2.950826258403067,2.187270663512008,0.1928169976499976
-2.932096942723673,2.187690397761177,0.2023057921534605
1.659710675261332,0.4129233268140366,-1.628164635989077
7.213102341401116,-1.499082080943096,-0.08033297933139161
-2.9530869511530735,2.198881387798779,0.21884407169864276
-2.9197920240343285,2.2041052038203652,0.2173099902412231
7.173482881950786,-1.542921657448261,-0.09923609710101533
